, Site, Segment, Brand, Model, Image, Customer Code, Alternative Code, Description, Total Units Sold, Total Sales, Total Online Units Sold, Total Online Sales, Total Avg Price, Inventory Units, Promo Price, Regular Price, Reviews, Rating, Store Count, Stores with Inventory, Avg Sales Rank, Sales Rank Category, Harmonized Category, Units Sold Per Week Per Store, Sales Per Week Per Store,SalesWeek1,SalesWeek2,SalesWeek3,SalesWeek4,SalesWeek5,SalesWeek6,SalesWeek7,SalesWeek8,SalesWeek9,SalesWeek10,SalesWeek11,SalesWeek12,SalesWeek13,SalesWeek14,SalesWeek15,SalesWeek16,SalesWeek17,SalesWeek18,SalesWeek19,SalesWeek20,SalesWeek21,SalesWeek22,SalesWeek23,SalesWeek24,SalesWeek25,SalesWeek26,SalesWeek27,SalesWeek28,SalesWeek29,SalesWeek30,SalesWeek31,SalesWeek32,SalesWeek33,SalesWeek34,SalesWeek35,SalesWeek36,SalesWeek37,SalesWeek38,SalesWeek39,SalesWeek40,SalesWeek41,SalesWeek42,SalesWeek43,SalesWeek44,SalesWeek45,SalesWeek46,SalesWeek47,SalesWeek48,SalesWeek49,SalesWeek50,SalesWeek51,SalesWeek52,SalesWeek53,UnitsWeek1,UnitsWeek2,UnitsWeek3,UnitsWeek4,UnitsWeek5,UnitsWeek6,UnitsWeek7,UnitsWeek8,UnitsWeek9,UnitsWeek10,UnitsWeek11,UnitsWeek12,UnitsWeek13,UnitsWeek14,UnitsWeek15,UnitsWeek16,UnitsWeek17,UnitsWeek18,UnitsWeek19,UnitsWeek20,UnitsWeek21,UnitsWeek22,UnitsWeek23,UnitsWeek24,UnitsWeek25,UnitsWeek26,UnitsWeek27,UnitsWeek28,UnitsWeek29,UnitsWeek30,UnitsWeek31,UnitsWeek32,UnitsWeek33,UnitsWeek34,UnitsWeek35,UnitsWeek36,UnitsWeek37,UnitsWeek38,UnitsWeek39,UnitsWeek40,UnitsWeek41,UnitsWeek42,UnitsWeek43,UnitsWeek44,UnitsWeek45,UnitsWeek46,UnitsWeek47,UnitsWeek48,UnitsWeek49,UnitsWeek50,UnitsWeek51,UnitsWeek52,UnitsWeek53,PriceWeek1,PriceWeek2,PriceWeek3,PriceWeek4,PriceWeek5,PriceWeek6,PriceWeek7,PriceWeek8,PriceWeek9,PriceWeek10,PriceWeek11,PriceWeek12,PriceWeek13,PriceWeek14,PriceWeek15,PriceWeek16,PriceWeek17,PriceWeek18,PriceWeek19,PriceWeek20,PriceWeek21,PriceWeek22,PriceWeek23,PriceWeek24,PriceWeek25,PriceWeek26,PriceWeek27,PriceWeek28,PriceWeek29,PriceWeek30,PriceWeek31,PriceWeek32,PriceWeek33,PriceWeek34,PriceWeek35,PriceWeek36,PriceWeek37,PriceWeek38,PriceWeek39,PriceWeek40,PriceWeek41,PriceWeek42,PriceWeek43,PriceWeek44,PriceWeek45,PriceWeek46,PriceWeek47,PriceWeek48,PriceWeek49,PriceWeek50,PriceWeek51,PriceWeek52,PriceWeek53,PercentWeek1,PercentWeek2,PercentWeek3,PercentWeek4,PercentWeek5,PercentWeek6,PercentWeek7,PercentWeek8,PercentWeek9,PercentWeek10,PercentWeek11,PercentWeek12,PercentWeek13,PercentWeek14,PercentWeek15,PercentWeek16,PercentWeek17,PercentWeek18,PercentWeek19,PercentWeek20,PercentWeek21,PercentWeek22,PercentWeek23,PercentWeek24,PercentWeek25,PercentWeek26,PercentWeek27,PercentWeek28,PercentWeek29,PercentWeek30,PercentWeek31,PercentWeek32,PercentWeek33,PercentWeek34,PercentWeek35,PercentWeek36,PercentWeek37,PercentWeek38,PercentWeek39,PercentWeek40,PercentWeek41,PercentWeek42,PercentWeek43,PercentWeek44,PercentWeek45,PercentWeek46,PercentWeek47,PercentWeek48,PercentWeek49,PercentWeek50,PercentWeek51,PercentWeek52,PercentWeek53, Certifications: ADA, Certifications: ANSI, Certifications: ASTM, Certifications: CSA, Certifications: EPA, Certifications: ETL, Certifications: IAPMO, Certifications: NSF, Collection Name, Color Family, Color/Finish, Connection Size, Diverter Type, Extended Hose Length, Faucet Fit, Faucet Height, Faucet Hole Spacing, Faucet Type, Features: Adjustable Flow Rate, Features: Adjustable Stream, Features: Bacteria Resistant, Features: Ceramic Disc Valves, Features: Corrosion Resistant, Features: LED Lighted, Features: Pause Function, Features: Pressure Balance, Features: Pull Out Spray, Features: Self-Cleaning Nozzles, Features: Spot Resistant, Features: Swivel Spout, Features: Vandal Resistant, Flow Rate, Handle Type, Housing Material, Included: All Mounting Hardware, Included: Deck Plate, Included: Drain, Included: Hand Shower, Included: Handle(s), Included: Mounting Hardware, Included: Side Sprayer, Included: Soap Dispenser, Included: Sprayer Head, Included: Supply Lines, Included: Vacuum Breaker, Included: Valve, Max Deck Thickness, Min Sink Holes Required, Mounting Type, Number of Faucet Handles, Number of Spray Settings, Product Depth, Product Height, Product Width, Sensor Activation, Shower Head Diameter, Shower Head Shape, Shower Head Size, Spout Height, Spout Reach, Spout Type, Spray Pattern, Style, Touchless, Valve Material, Warranty
0,Homedepot,Kitchen Faucets,MOEN,5985ORB,https://images.thdstatic.com/productImages/bb06623a-eaaf-5dfc-9f00-da3e2a6cbfe3/svn/oil-rubbed-bronze-moen-bar-faucets-5985orb-64_600.jpg,202998686,1000113043.0,Brantford Single-Handle Pull-Down Sprayer Bar Faucet Featuring Reflex in Oil Rubbed Bronze,512.0,153352.14,512.0,153352.14,298.1423,,,,57.0,4.24,1.0,1.0,35.15,Bar Faucets,Kitchen Faucets->Bar Faucets,9.792349727,2932.964426,2315.36,2315.36,2894.2,2604.78,2315.36,2315.36,2315.36,2315.36,2315.36,2604.78,2894.2,3183.62,2894.2,2622.14,3279.1,2981.0,3279.1,2981.0,3314.86,3025.46,3009.9,3067.5,3067.5,3126.84,3555.04,3608.41,3638.73,4121.16,3997.76,2672.48,2611.44,3236.18,4125.44,4091.36,4406.08,4057.46,2920.95,2751.3,3026.43,2751.3,2751.3,3117.18,3117.18,3117.18,2833.8,2833.8,3117.18,3117.18,3117.18,1400.4,2805.88,576.24,864.36,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,10.0,9.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,8.0,8.0,10.0,13.0,13.0,14.0,13.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,5.0,9.0,2.0,3.0,289.42,289.42,289.42,289.42,289.42,289.42,289.42,289.42,289.42,289.42,289.42,289.42,289.42,293.14,298.1,298.1,298.1,298.1,304.06,300.62,301.6071,306.75,306.75,315.2271,326.9257,327.6928,334.43,347.0014,333.1466,332.97,326.43,322.4128,315.5771,314.72,314.72,309.8771,287.2414,275.13,275.13,275.13,275.13,283.38,283.38,283.38,283.38,283.38,283.38,283.38,284.7342,288.12,288.12,288.12,288.12,0.0015854141894569957,0.0016112789526686808,0.001998001998001998,0.0018656716417910447,0.0016263468184590363,0.0015458937198067632,0.0016306563391765185,0.0016645859342488557,0.0015914064054107818,0.0018105009052504525,0.0019924287706714486,0.0021305442572147975,0.001887861053426468,0.00165929203539823,0.002222671246716508,0.0016843523665150749,0.0018422374811589348,0.001781895937277263,0.002320675105485232,0.0014682131845543973,0.0018099547511312218,0.0017577781683951485,0.0017464198393293748,0.0017702248185519562,0.0019244226731980406,0.0019927536231884057,0.001880984952120383,0.0024849865396562435,0.002423752777216724,0.0017663943475380878,0.0017758046614872365,0.0019821605550049554,0.0025450274079874707,0.0025661271219897357,0.002486678507992895,0.002028714107365793,0.0017708517797060386,0.0020391517128874386,0.002428792227864871,0.0022371364653243847,0.0020597322348094747,0.002255022550225502,0.0021309569934134056,0.0022685089709218397,0.002160293799956794,0.0016305233980107615,0.0021594032194738907,0.0023509296858303056,0.002274607113316791,0.0009574875526618154,0.001524390243902439,0.0004013646397752358,0.0015060240963855422,No,Yes,,Yes,No,,No,,Brantford,Oil Rubbed Bronze,Oil Rubbed Bronze,2-Jan,,,1,13.75,No Spacing,Bar,No,,,Yes,,,,,Yes,,No,Yes,,1.5,,Brass,,No,,,Yes,No,No,No,,No,,,,,Deck,1,,,,,No Sensor,,,,14.38,6.56,,,Traditional,No,Ceramic,Lifetime Limited
1,Homedepot,Kitchen Faucets,MOEN,5995ORB,https://images.thdstatic.com/productImages/43955ad2-62a6-434c-9d36-057968b24441/svn/oil-rubbed-bronze-moen-bar-faucets-5995orb-64_600.jpg,202881039,1000384217.0,Arbor Single-Handle Pull-Down Sprayer Bar Faucet with Reflex and Power Clean in Oil Rubbed Bronze,242.0,63345.87,242.0,63345.87,260.065,,,,151.0,4.26,1.0,1.0,21.13,Bar Faucets,Kitchen Faucets->Bar Faucets,4.628415301,1211.533033,1849.26,1320.9,1849.26,1320.9,1585.08,1849.26,1585.08,1585.08,1320.9,1320.9,1320.9,1320.9,1585.08,2377.62,2113.44,1849.26,2113.44,1849.26,1585.08,1618.13,1353.95,1353.95,1342.32,1295.8,1295.8,1295.8,1295.8,,,,,1334.65,1303.57,1295.8,1295.8,1295.8,1295.8,1334.65,1067.72,1067.72,1067.72,996.0,996.0,996.0,747.0,996.0,996.0,996.0,996.0,1262.93,1036.64,,,7.0,5.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,9.0,8.0,7.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,264.18,269.8457,270.79,270.79,265.8057,259.16,259.16,259.16,259.16,,,,,266.93,260.27,259.16,259.16,259.16,261.38,266.93,266.93,266.93,259.2457,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,0.0013872374157748713,0.0010070493454179255,0.0013986013986013986,0.0010364842454394694,0.0012197601138442774,0.001352657004830918,0.0012229922543823889,0.0012484394506866417,0.0009946290033817386,0.0010058338362502514,0.0009962143853357243,0.000968429207824908,0.0011327166320558807,0.00165929203539823,0.0016164881794301878,0.0011790466565605525,0.001339809077206498,0.0012473271560940842,0.0012658227848101266,0.0008809279107326384,0.0009049773755656109,0.0008788890841975743,0.0008732099196646874,0.0008851124092759781,0.0008747375787263821,0.0009057971014492754,0.0008549931600547196,0.0,0.0,0.0,0.0,0.0009910802775024777,0.0009788566953797965,0.0009869719699960521,0.0008880994671403197,0.000780274656679151,0.0008854258898530193,0.0010195758564437193,0.0008831971737690439,0.0008948545861297539,0.0008238928939237899,0.0008200082000820008,0.0007748934521503294,0.0008249123530624871,0.0006480881399870382,0.0006522093592043046,0.0007852375343541421,0.0008548835221201111,0.0008271298593879239,0.0009574875526618154,0.0006775067750677507,0.0,0.0,Yes,No,,No,No,,No,,Mediterranean,Oil Rubbed Bronze,Oil Rubbed Bronze,8-Mar,,,1,14.38,No Spacing,Bar,No,,,Yes,,,,,Yes,,No,Yes,,1.5,,Metal,,No,,,Yes,No,No,No,,No,,,,,Deck,1,,,,,No Sensor,,,,8.38,6.56,,,Transitional,No,Ceramic,Lifetime Limited
2,Homedepot,Kitchen Faucets,DELTA,9959-CZ-DST,https://images.homedepot-static.com/productImages/fb1a7ba8-7e68-4bce-97da-01b067a94e6b/svn/champagne-bronze-delta-bar-faucets-9959-cz-dst-64_600.jpg,203155726,1003556478.0,Trinsic Single-Handle Pull-Down Sprayer Bar Faucet with MagnaTite Docking in Champagne Bronze,206.0,87550.05,206.0,87550.05,424.0737,,,,88.0,4.6,1.0,1.0,18.51,Bar Faucets,Kitchen Faucets->Bar Faucets,3.93989071,1674.454508,1256.01,1256.01,837.34,1256.01,1674.68,1256.01,1256.01,837.34,837.34,837.34,837.34,837.34,1256.01,1674.68,1674.68,1256.01,1256.01,837.34,1256.01,1256.01,1674.68,1674.68,1674.68,1683.08,1676.4,1708.28,2135.35,2562.42,2135.35,2135.35,2135.35,1708.28,1708.28,2135.35,2135.35,2135.35,2135.35,2135.35,2135.35,2135.35,2135.35,2135.35,2152.59,2588.28,2156.9,2156.9,1725.52,1725.52,2156.9,3865.18,2139.66,,862.76,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,9.0,5.0,0.0,2.0,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,413.1614,422.5157,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,427.07,430.7642,431.38,431.38,431.38,431.38,431.38,431.38,431.38,431.38,431.38,431.38,0.0005945303210463733,0.0006042296072507553,0.0003996003996003996,0.0006218905472636816,0.0008131734092295182,0.0005797101449275362,0.0006114961271911944,0.0004161464835622139,0.00039785160135269546,0.0004023335345001006,0.0003984857541342897,0.0003873716831299632,0.0005663583160279403,0.0007374631268436578,0.0008082440897150939,0.0005053057099545225,0.0005024284039524368,0.0003563791874554526,0.0006329113924050633,0.0004404639553663192,0.0007239819004524887,0.0007031112673580594,0.0006985679357317499,0.0007080899274207824,0.0006997900629811056,0.0007246376811594203,0.0008549931600547196,0.0012424932698281218,0.0010098969905069683,0.001103996467211305,0.0011098779134295228,0.0007928642220019821,0.0007830853563038371,0.0009869719699960521,0.0008880994671403197,0.000780274656679151,0.0008854258898530193,0.0010195758564437193,0.001103996467211305,0.0011185682326621924,0.0010298661174047373,0.001025010250102501,0.0009686168151879117,0.0012373685295937306,0.001080146899978397,0.0008152616990053808,0.0007852375343541421,0.0008548835221201111,0.0010339123242349049,0.0017234775947912676,0.0008468834688346884,0.0,0.001004016064257028,Yes,No,,No,No,,Yes,,Trinsic,Bronze,Champagne Bronze,8-Mar,,,1,13.0,No Spacing,Bar,No,,,Yes,,,,,Yes,,No,Yes,,1.8,,Metal,,No,,,Yes,No,No,No,,Yes,,,,,Deck,1,,,,,No Sensor,,,,7.0,6.5,,,Modern,No,Ceramic,Lifetime Limited
3,Homedepot,Kitchen Faucets,DELTA,9997-AR-DST,https://images.thdstatic.com/productImages/468d2729-fa52-4d72-b6b7-c4d3332ee18a/svn/arctic-stainless-delta-bar-faucets-9997-ar-dst-64_600.jpg,203782401,1003555296.0,Cassidy Single-Handle Pull-Down Sprayer Bar Faucet in Arctic Stainless,648.0,241885.44,648.0,241885.44,373.28,,,,54.0,4.6,1.0,0.0,76.4,Bar Faucets,Kitchen Faucets->Bar Faucets,,,5225.92,5225.92,4479.36,4106.08,5225.92,5225.92,5225.92,5225.92,5225.92,5599.2,5599.2,4852.64,5972.48,5972.48,5225.92,5225.92,5225.92,4852.64,4479.36,4852.64,4479.36,4852.64,4852.64,4852.64,5225.92,5225.92,5599.2,,,,,5599.2,5599.2,5599.2,5599.2,5225.92,7092.32,5599.2,5225.92,5225.92,5599.2,5599.2,5599.2,5599.2,5225.92,4852.64,5225.92,5225.92,5225.92,5225.92,4106.08,,,14.0,14.0,12.0,11.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,13.0,16.0,16.0,14.0,14.0,14.0,13.0,12.0,13.0,12.0,13.0,13.0,13.0,14.0,14.0,15.0,,,,,15.0,15.0,15.0,15.0,14.0,19.0,15.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,13.0,14.0,14.0,14.0,14.0,11.0,0.0,0.0,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,,,,,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,373.28,0.0027744748315497426,0.0028197381671701913,0.0023976023976023976,0.0022802653399668325,0.0028461069323033137,0.002705314009661836,0.0028536485935589076,0.002913025384935497,0.0027849612094688683,0.0030175015087507543,0.002988643156007173,0.0025179159403447607,0.0030205776854823484,0.0029498525073746312,0.002828854314002829,0.002358093313121105,0.0023446658851113715,0.002316464718460442,0.002531645569620253,0.0019086771399207164,0.0021719457013574662,0.002285111618913693,0.0022703457911281873,0.002301292264117543,0.00244926522043387,0.002536231884057971,0.0025649794801641587,0.0,0.0,0.0,0.0,0.002973240832507433,0.0029365700861393894,0.002960915909988156,0.0026642984014209592,0.002184769038701623,0.0033646183814414732,0.0030587275693311584,0.0030911901081916537,0.003131991051454139,0.003089598352214212,0.003075030750307503,0.002905850445563735,0.0030934213239843266,0.003024411319939512,0.0021196804174139897,0.0027483313702394976,0.002992092327420389,0.0028949545078577337,0.002680965147453083,0.0018631436314363143,0.0,0.0,Yes,No,,No,No,,Yes,,Choice,Arctic Stainless Steel,Arctic Stainless Steel,8-Mar,,,1,14.5,No Spacing,Bar,No,,,Yes,,,,,Yes,,No,Yes,,1.8,,Metal,,No,,,Yes,No,No,No,,Yes,,,,,Deck,1,,,,,No Sensor,,,,9.16,6.38,,,Elegant,No,Ceramic,Lifetime Limited
4,Homedepot,Kitchen Faucets,DELTA,9992-RB-DST,https://images.thdstatic.com/productImages/a84c45da-9876-434c-8802-84fe006c04ca/svn/venetian-bronze-delta-bar-faucets-9992-rb-dst-64_600.jpg,202813351,522650.0,Addison Single-Handle Pull-Down Sprayer Bar Faucet with MagnaTite Docking in Venetian Bronze,163.0,48981.71,163.0,48981.71,306.9408,,,,46.0,4.39,1.0,1.0,94.97,Bar Faucets,Kitchen Faucets->Pull-Down Faucets,3.117486339,936.8086612,868.29,868.29,1736.58,1157.72,868.29,578.86,868.29,868.29,1157.72,1157.72,1447.15,1157.72,868.29,868.29,868.29,868.29,868.29,868.29,868.29,1157.72,868.29,868.29,868.29,1360.25,1272.8,1256.62,1208.08,,906.06,906.06,879.91,801.18,795.18,784.18,780.18,1040.24,1040.24,1040.24,803.58,938.58,974.58,673.72,697.72,697.72,1046.58,1082.58,1118.58,1511.96,1133.97,1016.04,1158.17,,349.46,3.0,3.0,6.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,1.0,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,327.2642,318.2,308.9542,302.02,,302.02,302.02,293.3033,267.06,264.4885,260.6314,260.06,260.06,260.06,262.2885,280.7171,316.2885,326.5742,336.86,348.86,348.86,355.7171,366.0028,375.0585,377.99,377.99,377.99,367.9757,350.4571,349.46,0.0005945303210463733,0.0006042296072507553,0.0011988011988011988,0.0008291873963515755,0.0006098800569221387,0.0003864734299516908,0.0006114961271911944,0.0006242197253433209,0.0007957032027053909,0.0008046670690002012,0.0009962143853357243,0.0007747433662599264,0.0005663583160279403,0.0005530973451327434,0.0006061830672863204,0.0005053057099545225,0.0005024284039524368,0.0005345687811831789,0.0006329113924050633,0.0005872852738217589,0.0005429864253393666,0.0005273334505185445,0.0005239259517988125,0.0007080899274207824,0.0006997900629811056,0.0007246376811594203,0.0006839945280437756,0.0,0.000605938194304181,0.0006623978803267829,0.0006659267480577136,0.0005946481665014867,0.0005873140172278779,0.0005921831819976313,0.0005328596802841918,0.0006242197253433209,0.0007083407118824154,0.0008156606851549756,0.0006623978803267829,0.0006711409395973154,0.0006179196704428424,0.0004100041000410004,0.0003874467260751647,0.00041245617653124357,0.0006480881399870382,0.0004891570194032284,0.0005889281507656066,0.0008548835221201111,0.0006203473945409429,0.0005744925315970893,0.0006775067750677507,0.0,0.000502008032128514,Yes,No,,Yes,No,,No,,Mediterranean,Bronze,Venetian Bronze,8-Mar,,,1,14.59,No Spacing,Bar,Yes,,,Yes,,,,,Yes,,No,Yes,,1.5,,Metal,,No,,,Yes,No,No,Yes,,Yes,,,,,Deck,1,,,,,No Sensor,,,,9.5,6.39,,,Farmhouse,No,Ceramic,Lifetime Limited
5,Homedepot,Kitchen Faucets,DELTA,9959T-CZ-DST,https://images.thdstatic.com/productImages/8e5b9aef-444f-4f75-9611-c625c5946287/svn/champagne-bronze-delta-bar-faucets-9959t-cz-dst-64_600.jpg,203124745,1003556497.0,Trinsic Single-Handle Pull-Down Sprayer Bar Faucet Featuring Touch2O Technology in Champagne Bronze,507.0,281811.85,507.0,281811.85,556.0641,,,,89.0,4.59,1.0,1.0,19.53,Bar Faucets,Kitchen Faucets->Bar Faucets,9.696721311,5389.844126,5493.6,4944.24,5493.6,4944.24,6042.96,6042.96,5493.6,5493.6,6042.96,6042.96,6042.96,6592.32,6592.32,6592.32,6042.96,6042.96,6042.96,6592.32,7141.68,6042.96,6042.96,6592.32,6042.96,5559.54,6724.2,6724.2,6163.85,,,,,6163.85,6724.2,6724.2,6163.85,6163.85,6724.2,5603.5,6163.85,6163.85,6163.85,6724.2,6774.96,,6225.89,6225.89,6225.89,6225.89,6225.89,9027.64,5048.79,,1131.98,10.0,9.0,10.0,9.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,13.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,11.0,,,,,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,,11.0,11.0,11.0,11.0,11.0,16.0,9.0,0.0,2.0,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,549.36,558.78,560.35,560.35,560.35,,,,,560.35,560.35,560.35,560.35,560.35,560.35,560.35,560.35,560.35,560.35,560.35,564.58,,565.99,565.99,565.99,565.99,565.99,565.99,565.99,565.99,565.99,0.0019817677368212444,0.0018126888217522659,0.001998001998001998,0.0018656716417910447,0.002236226875381175,0.0021256038647342996,0.0020383204239706482,0.0020807324178110697,0.002188183807439825,0.002212834439750553,0.0021916716477385933,0.002324230098779779,0.0022654332641117614,0.0022123893805309734,0.002222671246716508,0.0018527876031665825,0.0018422374811589348,0.0021382751247327157,0.0027426160337552744,0.0016150345030098371,0.001990950226244344,0.002109333802074178,0.0019210618232623122,0.0017702248185519562,0.002099370188943317,0.002173913043478261,0.001880984952120383,0.0,0.0,0.0,0.0,0.002180376610505451,0.0023492560689115116,0.002368732727990525,0.001953818827708703,0.0017166042446941324,0.0021250221356472463,0.0020391517128874386,0.002428792227864871,0.0024608501118568234,0.0022657054582904223,0.0024600246002460025,0.002324680356450988,0.0,0.0023763231799524736,0.0017935757378118376,0.0021594032194738907,0.0023509296858303056,0.002274607113316791,0.003063960168517809,0.001524390243902439,0.0,0.001004016064257028,Yes,No,,No,No,,Yes,,Trinsic,Bronze,Champagne Bronze,8-Mar,,,1,13.0,No Spacing,Bar,No,,,Yes,,,,,Yes,,No,Yes,,1.8,,Metal,,No,,,Yes,No,No,No,,Yes,,,,,Deck,1,,,,,Touch,,,,7.0,6.5,,,Classic,No,Ceramic,5 Year(s)
6,Homedepot,Kitchen Faucets,DELTA,999-DST,https://images.homedepot-static.com/productImages/66926ba8-0992-4398-89c5-8cbeaf786c3f/svn/chrome-delta-bar-faucets-999-dst-64_600.jpg,202042552,202042552.0,Allora Single-Handle Bar Faucet with Pull-Down Sprayer and MagnaTite Docking in Chrome,2.0,530.68,2.0,530.68,250.1655,,,,3.0,5.0,1.0,1.0,261.14,Bar Faucets,Kitchen Faucets->Bar Faucets,0.038251366,10.14961749,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.12,0.0,0.0,256.56,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,246.31,237.69,237.69,237.69,237.69,237.69,237.69,237.69,237.69,237.69,237.69,237.69,242.1228,253.66,257.96,259.7628,274.12,274.12,258.0714,256.56,256.56,256.56,256.56,255.5628,258.66,261.46,261.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019372336303758234,0.0,0.0,0.00016305233980107615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,No,,Yes,No,,Yes,,Grace,Chrome,Chrome,8-Mar,,,1,,,Bar,No,,,Yes,,,,,No,,No,Yes,,1.8,,Metal,,No,,,Yes,No,No,No,,No,,,,,Deck,1,,,,,,,,,14.5,6.88,,,,No,Ceramic,Lifetime Limited
